Detector,X,Y,sep,Effort
NE_134,459091.591,5382841.436,/,1
NE_135,459825.7172,5382889.719,/,1
NE_136,460823.8061,5382845.179,/,1
NE_164,460779.2692,5381847.087,/,1
NE_165,461777.3634,5381802.554,/,1
NE_543,429435.6201,5374247.119,/,1
NE_612,429390.9197,5373248.944,/,4
NE_613,430389.097,5373204.247,/,1
NE_630,447384.7419,5372279.02,/,4
NE_681,429346.2206,5372250.763,/,5
NE_682,430344.4032,5372206.067,/,5
NE_683,431342.5846,5372161.378,/,2
NE_684,432340.765,5372116.693,/,2
NE_687,435335.2981,5371982.671,/,1
NE_688,436333.4736,5371938.008,/,2
NE_689,437331.6479,5371893.35,/,1
NE_699,447313.3331,5371447.071,/,4
NE_700,448311.4965,5371402.473,/,4
NE_701,449309.6589,5371357.88,/,4
NE_702,450307.8208,5371313.294,/,4
NE_751,429301.5226,5371252.577,/,5
NE_752,430299.7107,5371207.882,/,7
NE_753,431297.8977,5371163.193,/,6
NE_754,432296.0834,5371118.51,/,2
NE_755,433294.2678,5371073.832,/,1
NE_758,436288.8136,5370939.83,/,2
NE_759,437286.9934,5370895.173,/,4
NE_768,446270.5631,5370493.507,/,1
NE_769,447268.7328,5370448.905,/,3
NE_770,448266.9015,5370404.308,/,4
NE_771,449265.0694,5370359.716,/,4
NE_772,450263.2365,5370315.129,/,4
NE_773,451261.4028,5370270.548,/,4
NE_774,452259.5683,5370225.973,/,4
NE_775,453257.7329,5370181.402,/,4
NE_776,454255.8972,5370136.837,/,4
NE_777,455254.0603,5370092.277,/,4
NE_821,429256.8261,5370254.386,/,4
NE_822,430255.0197,5370209.693,/,7
NE_823,431253.2122,5370165.004,/,7
NE_829,437242.3403,5369896.991,/,2
NE_830,438240.524,5369852.341,/,1
NE_838,446225.9582,5369495.334,/,1
NE_839,447224.1333,5369450.733,/,1
NE_845,453213.1657,5369183.235,/,4
NE_846,454211.3352,5369138.671,/,4
NE_847,455209.5038,5369094.111,/,4
NE_848,456207.6717,5369049.558,/,4
NE_849,457205.8393,5369005.01,/,4
NE_892,429212.1308,5369256.189,/,2
NE_893,430210.3299,5369211.497,/,4
NE_894,431208.5275,5369166.81,/,2
NE_895,432206.724,5369122.129,/,1
NE_920,457161.2939,5368006.839,/,4
NE_921,458159.4661,5367962.297,/,4
NE_922,459157.6374,5367917.76,/,3
NE_961,430165.6413,5368213.296,/,6
NE_962,431163.8446,5368168.611,/,1
NE_963,432162.0463,5368123.931,/,1
NE_964,433160.2468,5368079.256,/,1
NE_989,458114.9266,5366964.123,/,4
NE_990,459113.1033,5366919.586,/,4
NE_1024,423133.457,5367528.026,/,3
NE_1025,424131.6751,5367483.305,/,3
NE_1030,429122.7442,5367259.779,/,1
NE_1031,430120.9542,5367215.09,/,1
NE_1032,431119.1624,5367170.406,/,1
NE_1034,433115.5755,5367081.054,/,1
NE_1048,447090.34,5366456.185,/,2
NE_1091,421092.2824,5366619.26,/,1
NE_1093,423088.7339,5366529.805,/,4
NE_1094,424086.9573,5366485.085,/,4
NE_1100,430076.2683,5366216.878,/,1
NE_1101,431074.4819,5366172.195,/,1
NE_1117,447045.744,5365457.993,/,2
NE_1118,448043.9393,5365413.399,/,2
NE_1119,449042.1338,5365368.812,/,2
NE_1120,450040.3275,5365324.229,/,3
NE_1121,451038.5202,5365279.652,/,1
NE_1123,453034.9036,5365190.514,/,1
NE_1124,454033.0942,5365145.952,/,1
NE_1159,421047.5501,5365621.03,/,1
NE_1163,425040.4681,5365442.147,/,1
NE_1164,426038.694,5365397.439,/,1
NE_1165,427036.9186,5365352.736,/,1
NE_1167,429033.3634,5365263.347,/,1
NE_1168,430031.5836,5365218.661,/,1
NE_1186,447999.3495,5364415.202,/,2
NE_1187,448997.5492,5364370.615,/,2
NE_1188,449995.7481,5364326.033,/,3
NE_1189,450993.9462,5364281.456,/,2
NE_1190,451992.1434,5364236.886,/,1
NE_1191,452990.3399,5364192.32,/,1
NE_1225,419006.3405,5364712.266,/,1
NE_1226,420004.5806,5364667.528,/,1
NE_1233,426992.2192,5364354.51,/,1
NE_1234,427990.4477,5364309.814,/,1
NE_1236,429986.9002,5364220.438,/,1
NE_1254,447954.7605,5363416.999,/,2
NE_1255,448952.9655,5363372.414,/,2
NE_1256,449951.1695,5363327.833,/,1
NE_1259,452945.7769,5363194.122,/,1
NE_1260,453943.9778,5363149.561,/,1
NE_1261,454942.178,5363105.006,/,1
NE_1265,458934.9723,5362926.838,/,1
NE_1266,459933.1693,5362882.309,/,1
NE_1293,418961.6006,5363714.022,/,1
NE_1302,427945.7553,5363311.583,/,1
NE_1323,448908.3825,5362374.206,/,1
NE_1324,449906.5917,5362329.627,/,1
NE_1327,452901.2144,5362195.917,/,1
NE_1328,453899.4207,5362151.358,/,1
NE_1333,458890.441,5361928.638,/,1
NE_1334,459888.6432,5361884.11,/,1
NE_1361,418916.8624,5362715.773,/,1
NE_1362,419915.1131,5362671.038,/,1
NE_1370,427901.0642,5362313.348,/,1
NE_1371,428899.3016,5362268.66,/,1
NE_1372,429897.5376,5362223.978,/,1
NE_1373,430895.7724,5362179.301,/,4
NE_1374,431894.0059,5362134.629,/,3
NE_1375,432892.238,5362089.961,/,3
NE_1389,446867.369,5361465.167,/,1
NE_1390,447865.5851,5361420.578,/,1
NE_1391,448863.8004,5361375.994,/,2
NE_1392,449862.0147,5361331.415,/,1
NE_1395,452856.6529,5361197.708,/,1
NE_1396,453854.8643,5361153.15,/,1
NE_1401,458845.9103,5360930.433,/,1
NE_1402,459844.1175,5360885.906,/,1
NE_1432,418872.1259,5361717.52,/,1
NE_1433,419870.3818,5361672.787,/,1
NE_1444,430851.0981,5361181.064,/,4
NE_1445,431849.3369,5361136.393,/,1
NE_1446,432847.5743,5361091.728,/,4
NE_1460,446822.7774,5360466.949,/,1
NE_1461,447820.9987,5360422.36,/,1
NE_1462,448819.2191,5360377.776,/,2
NE_1466,452812.0923,5360199.494,/,1
NE_1468,454808.5243,5360110.383,/,1
NE_1470,456804.9535,5360021.293,/,1
NE_1471,457803.1672,5359976.756,/,3
NE_1472,458801.3803,5359932.224,/,3
NE_1473,459799.5927,5359887.697,/,2
NE_1474,460797.8044,5359843.174,/,3
NE_1511,429808.1804,5360227.497,/,3
NE_1512,430806.4253,5360182.822,/,3
NE_1513,431804.6692,5360138.152,/,1
NE_1514,432802.9117,5360093.488,/,5
NE_1528,446778.1869,5359468.725,/,1
NE_1530,448774.6386,5359379.554,/,2
NE_1533,451769.31,5359245.837,/,3
NE_1534,452767.5324,5359201.274,/,3
NE_1535,453765.7537,5359156.717,/,1
NE_1536,454763.9746,5359112.165,/,1
NE_1537,455762.1946,5359067.619,/,1
NE_1538,456760.4139,5359023.077,/,1
NE_1541,459755.0681,5358889.481,/,3
NE_1542,460753.2851,5358844.96,/,3
NE_1580,430761.7539,5359184.575,/,3
NE_1581,431760.0029,5359139.906,/,3
NE_1582,432758.2504,5359095.243,/,2
NE_1583,433756.497,5359050.585,/,2
NE_1584,434754.742,5359005.932,/,2
NE_1585,435752.9859,5358961.284,/,2
NE_1586,436751.2286,5358916.642,/,2
NE_1594,444737.1315,5358559.683,/,2
NE_1597,447731.8285,5358425.908,/,2
NE_1598,448730.059,5358381.326,/,2
NE_1599,449728.2886,5358336.75,/,5
NE_1600,450726.5176,5358292.178,/,5
NE_1601,451724.7459,5358247.612,/,3
NE_1607,457714.0985,5357980.319,/,1
NE_1608,458712.3218,5357935.788,/,4
NE_1609,459710.5443,5357891.262,/,3
NE_1610,460708.7662,5357846.741,/,3
NE_1611,461706.9877,5357802.225,/,1
NE_1612,462705.2086,5357757.714,/,1
NE_1649,431715.3377,5358141.656,/,3
NE_1654,436706.5892,5357918.397,/,2
NE_1661,443694.2932,5357606.048,/,2
NE_1662,444692.5325,5357561.447,/,2
NE_1665,447687.2446,5357427.675,/,2
NE_1666,448685.4803,5357383.093,/,3
NE_1667,449683.7151,5357338.518,/,5
NE_1668,450681.949,5357293.947,/,3
NE_1673,455673.1071,5357071.169,/,1
NE_1675,457669.5653,5356982.093,/,5
NE_1676,458667.7935,5356937.562,/,5
NE_1677,459666.021,5356893.037,/,3
NE_1679,461662.4743,5356804.001,/,1
NE_1680,462660.7002,5356759.49,/,1
NE_1716,431670.6738,5357143.4,/,3
NE_1717,432668.9317,5357098.739,/,3
NE_1718,433667.1883,5357054.084,/,3
NE_1721,436661.9507,5356920.148,/,2
NE_1722,437660.2025,5356875.512,/,1
NE_1726,441653.1986,5356697.021,/,2
NE_1727,442651.4448,5356652.411,/,2
NE_1728,443649.6902,5356607.806,/,2
NE_1732,447642.6618,5356429.436,/,2
NE_1733,448640.9025,5356384.856,/,3
NE_1734,449639.1423,5356340.281,/,1
NE_1735,450637.3812,5356295.711,/,1
NE_1740,455628.5643,5356072.936,/,1
NE_1741,456626.7988,5356028.397,/,6
NE_1742,457625.0326,5355983.862,/,5
NE_1743,458623.2659,5355939.332,/,2
NE_1744,459621.4983,5355894.807,/,2
NE_1745,460619.7302,5355850.287,/,2
NE_1746,461617.9618,5355805.772,/,2
NE_1747,462616.1926,5355761.262,/,2
NE_1748,463614.4228,5355716.758,/,2
NE_1785,433622.5357,5356055.826,/,3
NE_1786,434620.7962,5356011.176,/,3
NE_1787,435619.0554,5355966.532,/,4
NE_1788,436617.3135,5355921.893,/,2
NE_1789,437615.5702,5355877.258,/,2
NE_1790,438613.826,5355832.63,/,2
NE_1793,441608.5864,5355698.772,/,2
NE_1800,448596.3255,5355386.614,/,1
NE_1801,449594.5704,5355342.04,/,1
NE_1802,450592.8144,5355297.47,/,1
NE_1806,454585.7822,5355119.244,/,2
NE_1807,455584.0223,5355074.699,/,3
NE_1808,456582.2619,5355030.16,/,6
NE_1809,457580.5005,5354985.626,/,2
NE_1810,458578.7385,5354941.097,/,2
NE_1811,459576.9762,5354896.573,/,2
NE_1813,461573.4495,5354807.539,/,2
NE_1814,462571.6853,5354763.029,/,2
NE_1815,463569.9207,5354718.525,/,2
NE_1816,464568.1555,5354674.025,/,2
NE_1817,465566.3901,5354629.53,/,2
NE_1860,441563.9753,5354700.517,/,2
NE_1861,442562.2317,5354655.91,/,2
NE_1868,449549.9991,5354343.792,/,2
NE_1869,450548.2481,5354299.224,/,2
NE_1870,451546.4962,5354254.661,/,1
NE_1871,452544.7435,5354210.103,/,1
NE_1872,453542.9901,5354165.549,/,2
NE_1873,454541.2359,5354121.001,/,2
NE_1874,455539.4809,5354076.457,/,1
NE_1875,456537.7254,5354031.919,/,1
NE_1876,457535.9691,5353987.386,/,1
NE_1877,458534.2122,5353942.857,/,1
NE_1882,463525.4188,5353720.288,/,2
NE_1883,464523.6588,5353675.788,/,2
NE_1884,465521.898,5353631.294,/,2
NE_1885,466520.1368,5353586.805,/,2
NE_1886,467518.3753,5353542.32,/,2
NE_1926,440521.103,5353746.87,/,1
NE_1927,441519.3653,5353702.258,/,3
NE_1928,442517.6266,5353657.651,/,1
NE_1929,443515.8868,5353613.049,/,2
NE_1930,444514.1461,5353568.452,/,1
NE_1933,447508.9185,5353434.69,/,1
NE_1934,448507.1742,5353390.113,/,2
NE_1935,449505.4288,5353345.54,/,2
NE_1940,454496.6903,5353122.754,/,1
NE_1941,455494.9403,5353078.21,/,1
NE_1953,467473.8936,5352544.08,/,2
NE_1954,468472.1366,5352499.601,/,2
NE_1993,439478.2205,5352793.221,/,1
NE_1994,440476.489,5352748.604,/,1
NE_1995,441474.7563,5352703.993,/,1
NE_1997,443471.2879,5352614.787,/,1
NE_1998,444469.5521,5352570.192,/,1
NE_1999,445467.8156,5352525.6,/,1
NE_2001,447464.3392,5352436.432,/,1
NE_2002,448462.5997,5352391.855,/,2
NE_2008,454452.1454,5352124.5,/,1
NE_2022,468427.6603,5351501.356,/,2
NE_2062,439433.6029,5351794.949,/,1
NE_2068,445423.2273,5351527.335,/,1
NE_2071,448418.0262,5351393.593,/,1
NE_2072,449416.2907,5351349.022,/,1
NE_2076,453409.3408,5351170.788,/,1
NE_2077,454407.6012,5351126.243,/,2
NE_2079,456404.1201,5351037.165,/,2
NE_2080,457402.3786,5350992.633,/,2
NE_2081,458400.6366,5350948.106,/,2
NE_2082,459398.8937,5350903.585,/,2
NE_2091,468383.1842,5350503.106,/,2
NE_2092,469381.4364,5350458.632,/,2
NE_2136,444380.3668,5350573.653,/,1
NE_2137,445378.6399,5350529.064,/,1
NE_2142,450369.9916,5350306.191,/,1
NE_2143,451368.2592,5350261.631,/,1
NE_2144,452366.5264,5350217.076,/,2
NE_2145,453364.7924,5350172.525,/,2
NE_2146,454363.0579,5350127.98,/,2
NE_2147,455361.3227,5350083.439,/,2
NE_2148,456359.5865,5350038.903,/,2
NE_2150,458356.1125,5349949.846,/,2
NE_2151,459354.3744,5349905.325,/,2
NE_2152,460352.6359,5349860.809,/,2
NE_2153,461350.8966,5349816.297,/,2
NE_2158,466342.193,5349593.811,/,1
NE_2160,468338.7084,5349504.851,/,1
NE_2161,469336.9655,5349460.378,/,1
NE_2162,470335.2223,5349415.91,/,1
NE_2183,422373.3668,5350557.553,/,2
NE_2206,445334.0536,5349530.789,/,1
NE_2207,446332.3306,5349486.205,/,1
NE_2210,449327.1562,5349352.484,/,1
NE_2211,450325.4295,5349307.92,/,2
NE_2212,451323.7021,5349263.361,/,2
