Detector,X,Y,sep,Effort
NE_1265,458934.9723,5362926.838,/,2
NE_1266,459933.1693,5362882.309,/,2
NE_1267,460931.3659,5362837.786,/,2
NE_1294,419959.8461,5363669.286,/,1
NE_1297,422954.5732,5363535.109,/,1
NE_1299,424951.0504,5363445.682,/,1
NE_1319,444915.5368,5362552.578,/,1
NE_1320,445913.7495,5362507.977,/,1
NE_1321,446911.9614,5362463.381,/,8
NE_1322,447910.1724,5362418.791,/,19
NE_1323,448908.3825,5362374.206,/,19
NE_1324,449906.5917,5362329.627,/,2
NE_1327,452901.2144,5362195.917,/,3
NE_1331,456894.0348,5362017.711,/,1
NE_1332,457892.2382,5361973.172,/,1
NE_1333,458890.441,5361928.638,/,2
NE_1334,459888.6432,5361884.11,/,2
NE_1335,460886.8449,5361839.587,/,1
NE_1336,461885.0459,5361795.069,/,1
NE_1373,430895.7724,5362179.301,/,2
NE_1374,431894.0059,5362134.629,/,2
NE_1375,432892.238,5362089.961,/,2
NE_1387,444870.934,5361554.362,/,1
NE_1388,445869.1521,5361509.762,/,1
NE_1389,446867.369,5361465.167,/,17
NE_1390,447865.5851,5361420.578,/,17
NE_1391,448863.8004,5361375.994,/,19
NE_1392,449862.0147,5361331.415,/,7
NE_1395,452856.6529,5361197.708,/,12
NE_1396,453854.8643,5361153.15,/,12
NE_1397,454853.0748,5361108.596,/,3
NE_1400,457847.7024,5360974.967,/,2
NE_1401,458845.9103,5360930.433,/,2
NE_1402,459844.1175,5360885.906,/,2
NE_1403,460842.3244,5360841.383,/,1
NE_1404,461840.5305,5360796.865,/,1
NE_1444,430851.0981,5361181.064,/,2
NE_1446,432847.5743,5361091.728,/,2
NE_1447,433845.8104,5361047.067,/,1
NE_1448,434844.0453,5361002.411,/,2
NE_1460,446822.7774,5360466.949,/,2
NE_1462,448819.2191,5360377.776,/,19
NE_1463,449817.4385,5360333.198,/,16
NE_1466,452812.0923,5360199.494,/,13
NE_1467,453810.3086,5360154.937,/,3
NE_1468,454808.5243,5360110.383,/,6
NE_1469,455806.7392,5360065.835,/,4
NE_1470,456804.9535,5360021.293,/,6
NE_1471,457803.1672,5359976.756,/,7
NE_1472,458801.3803,5359932.224,/,7
NE_1473,459799.5927,5359887.697,/,5
NE_1474,460797.8044,5359843.174,/,4
NE_1511,429808.1804,5360227.497,/,2
NE_1512,430806.4253,5360182.822,/,2
NE_1514,432802.9117,5360093.488,/,2
NE_1515,433801.153,5360048.828,/,2
NE_1516,434799.393,5360004.175,/,2
NE_1528,446778.1869,5359468.725,/,2
NE_1530,448774.6386,5359379.554,/,20
NE_1531,449772.8633,5359334.977,/,18
NE_1533,451769.31,5359245.837,/,21
NE_1534,452767.5324,5359201.274,/,25
NE_1535,453765.7537,5359156.717,/,16
NE_1536,454763.9746,5359112.165,/,6
NE_1537,455762.1946,5359067.619,/,6
NE_1538,456760.4139,5359023.077,/,5
NE_1541,459755.0681,5358889.481,/,4
NE_1542,460753.2851,5358844.96,/,5
NE_1580,430761.7539,5359184.575,/,2
NE_1581,431760.0029,5359139.906,/,2
NE_1583,433756.497,5359050.585,/,2
NE_1594,444737.1315,5358559.683,/,2
NE_1596,446733.5972,5358470.494,/,2
NE_1597,447731.8285,5358425.908,/,20
NE_1598,448730.059,5358381.326,/,20
NE_1599,449728.2886,5358336.75,/,21
NE_1600,450726.5176,5358292.178,/,21
NE_1601,451724.7459,5358247.612,/,21
NE_1602,452722.973,5358203.05,/,1
NE_1605,455717.6504,5358069.396,/,1
NE_1606,456715.8749,5358024.856,/,1
NE_1607,457714.0985,5357980.319,/,1
NE_1608,458712.3218,5357935.788,/,3
NE_1609,459710.5443,5357891.262,/,3
NE_1610,460708.7662,5357846.741,/,5
NE_1611,461706.9877,5357802.225,/,1
NE_1649,431715.3377,5358141.656,/,2
NE_1661,443694.2932,5357606.048,/,2
NE_1662,444692.5325,5357561.447,/,2
NE_1664,446689.0083,5357472.261,/,2
NE_1665,447687.2446,5357427.675,/,20
NE_1666,448685.4803,5357383.093,/,19
NE_1667,449683.7151,5357338.518,/,20
NE_1668,450681.949,5357293.947,/,2
NE_1675,457669.5653,5356982.093,/,3
NE_1676,458667.7935,5356937.562,/,3
NE_1677,459666.021,5356893.037,/,3
NE_1716,431670.6738,5357143.4,/,2
NE_1717,432668.9317,5357098.739,/,2
NE_1718,433667.1883,5357054.084,/,2
NE_1726,441653.1986,5356697.021,/,2
NE_1727,442651.4448,5356652.411,/,2
NE_1728,443649.6902,5356607.806,/,2
NE_1730,445646.1779,5356518.611,/,1
NE_1731,446644.4205,5356474.021,/,3
NE_1732,447642.6618,5356429.436,/,19
NE_1733,448640.9025,5356384.856,/,19
NE_1734,449639.1423,5356340.281,/,1
NE_1735,450637.3812,5356295.711,/,1
NE_1741,456626.7988,5356028.397,/,2
NE_1742,457625.0326,5355983.862,/,2
NE_1743,458623.2659,5355939.332,/,1
NE_1744,459621.4983,5355894.807,/,1
NE_1745,460619.7302,5355850.287,/,1
NE_1746,461617.9618,5355805.772,/,1
NE_1747,462616.1926,5355761.262,/,1
NE_1748,463614.4228,5355716.758,/,1
NE_1785,433622.5357,5356055.826,/,2
NE_1786,434620.7962,5356011.176,/,2
NE_1787,435619.0554,5355966.532,/,3
NE_1788,436617.3135,5355921.893,/,1
NE_1789,437615.5702,5355877.258,/,1
NE_1790,438613.826,5355832.63,/,1
NE_1793,441608.5864,5355698.772,/,2
NE_1794,442606.8378,5355654.163,/,2
NE_1797,445601.5859,5355520.366,/,1
NE_1800,448596.3255,5355386.614,/,1
NE_1801,449594.5704,5355342.04,/,1
NE_1806,454585.7822,5355119.244,/,1
NE_1807,455584.0223,5355074.699,/,1
NE_1808,456582.2619,5355030.16,/,2
NE_1809,457580.5005,5354985.626,/,1
NE_1810,458578.7385,5354941.097,/,1
NE_1811,459576.9762,5354896.573,/,1
NE_1813,461573.4495,5354807.539,/,1
NE_1814,462571.6853,5354763.029,/,1
NE_1815,463569.9207,5354718.525,/,1
NE_1816,464568.1555,5354674.025,/,1
NE_1817,465566.3901,5354629.53,/,1
NE_1854,435574.4141,5354968.271,/,1
NE_1860,441563.9753,5354700.517,/,2
NE_1861,442562.2317,5354655.91,/,2
NE_1863,444558.7414,5354566.708,/,1
NE_1864,445556.9948,5354522.115,/,1
NE_1868,449549.9991,5354343.792,/,2
NE_1869,450548.2481,5354299.224,/,2
NE_1870,451546.4962,5354254.661,/,1
NE_1871,452544.7435,5354210.103,/,1
NE_1872,453542.9901,5354165.549,/,1
NE_1873,454541.2359,5354121.001,/,1
NE_1882,463525.4188,5353720.288,/,1
NE_1883,464523.6588,5353675.788,/,1
NE_1884,465521.898,5353631.294,/,1
NE_1885,466520.1368,5353586.805,/,1
NE_1886,467518.3753,5353542.32,/,1
NE_1921,435529.7745,5353970.004,/,1
NE_1926,440521.103,5353746.87,/,1
NE_1927,441519.3653,5353702.258,/,2
NE_1930,444514.1461,5353568.452,/,1
NE_1953,467473.8936,5352544.08,/,1
NE_1954,468472.1366,5352499.601,/,1
NE_1988,434486.8614,5353016.374,/,1
NE_1989,435485.1355,5352971.734,/,1
NE_1995,441474.7563,5352703.993,/,2
NE_1998,444469.5521,5352570.192,/,1
NE_1999,445467.8156,5352525.6,/,1
NE_2022,468427.6603,5351501.356,/,1
NE_2056,433443.9385,5352062.741,/,1
NE_2057,434442.219,5352018.096,/,1
NE_2059,436438.7759,5351928.823,/,1
NE_2060,437437.0527,5351884.193,/,1
NE_2061,438435.3282,5351839.569,/,1
NE_2062,439433.6029,5351794.949,/,1
NE_2068,445423.2273,5351527.335,/,1
NE_2091,468383.1842,5350503.106,/,1
NE_2092,469381.4364,5350458.632,/,1
NE_2124,432401.0059,5351109.106,/,2
NE_2125,433399.2924,5351064.458,/,1
NE_2126,434397.5777,5351019.815,/,1
NE_2127,435395.8618,5350975.176,/,1
NE_2128,436394.1446,5350930.543,/,1
NE_2136,444380.3668,5350573.653,/,1
NE_2137,445378.6399,5350529.064,/,1
NE_2161,469336.9655,5349460.378,/,1
NE_2162,470335.2223,5349415.91,/,1
NE_2191,430359.7694,5350200.125,/,2
NE_2192,431358.0633,5350155.467,/,2
NE_2193,432356.3561,5350110.816,/,2
NE_2194,433354.6475,5350066.17,/,1
NE_2195,434352.9376,5350021.527,/,1
NE_2206,445334.0536,5349530.789,/,1
NE_2207,446332.3306,5349486.205,/,1
NE_2223,462304.653,5348773.528,/,3
NE_2224,463302.9174,5348729.026,/,3
NE_2234,473285.5393,5348284.275,/,1
NE_2257,428318.5091,5349291.153,/,2
NE_2258,429316.8106,5349246.487,/,2
NE_2259,430315.111,5349201.827,/,2
NE_2275,446287.75,5348487.927,/,1
NE_2291,462260.1493,5347775.26,/,1
NE_2292,463258.4187,5347730.76,/,3
NE_2302,473241.0883,5347286.012,/,1
NE_2324,427275.5345,5348337.516,/,2
NE_2325,428273.8423,5348292.848,/,2
NE_2355,458222.5444,5346955.037,/,1
NE_2356,459220.8206,5346910.518,/,1
NE_2357,460219.0965,5346866.004,/,3
NE_2358,461217.3717,5346821.494,/,3
NE_2359,462215.6463,5346776.989,/,3
NE_2360,463213.9203,5346732.488,/,3
NE_2370,473196.6373,5346287.745,/,1
NE_2393,426232.5501,5347383.876,/,2
NE_2394,427230.8644,5347339.205,/,2
NE_2418,451190.0353,5346268.523,/,3
NE_2419,452188.3216,5346223.971,/,3
NE_2420,453186.6069,5346179.424,/,3
NE_2421,454184.8914,5346134.881,/,3
NE_2425,458178.0228,5345956.758,/,1
NE_2426,459176.3041,5345912.241,/,1
NE_2427,460174.5845,5345867.726,/,3
NE_2435,468160.8096,5345511.784,/,1
NE_2436,469159.0857,5345467.312,/,1
NE_2437,470157.3614,5345422.845,/,1
NE_2438,471155.6368,5345378.383,/,1
NE_2439,472153.9119,5345333.925,/,1
NE_2440,473152.1866,5345289.473,/,1
NE_2460,425189.5563,5346430.235,/,2
NE_2461,426187.8766,5346385.559,/,2
NE_2484,449148.8971,5345359.35,/,1
NE_2485,450147.1898,5345314.79,/,3
NE_2486,451145.4814,5345270.233,/,3
NE_2489,454140.3519,5345136.594,/,3
NE_2494,459131.7878,5344913.957,/,1
NE_2503,468116.336,5344513.505,/,1
NE_2505,470112.8971,5344424.567,/,1
NE_2506,471111.177,5344380.106,/,1
NE_2508,473107.7362,5344291.196,/,1
NE_2509,474106.0155,5344246.748,/,1
NE_2510,475104.2945,5344202.304,/,1
NE_2511,476102.5733,5344157.866,/,1
NE_2512,477100.8517,5344113.431,/,1
NE_2514,479097.4084,5344024.578,/,1
NE_2529,425144.8793,5345431.911,/,2
NE_2553,449104.3346,5344361.055,/,3
NE_2554,450102.6319,5344316.496,/,3
NE_2558,454095.8129,5344138.303,/,3
NE_2563,459087.2724,5343915.669,/,1
NE_2564,460085.5624,5343871.156,/,1
NE_2571,467073.5766,5343559.697,/,1
NE_2572,468071.8625,5343515.221,/,1
NE_2578,474061.5701,5343248.466,/,1
NE_2579,475059.8539,5343204.023,/,1
NE_2581,477056.4204,5343115.152,/,1
NE_2582,478054.7033,5343070.722,/,1
NE_2583,479052.9862,5343026.298,/,1
NE_2600,421106.869,5344612.32,/,2
NE_2601,422105.205,5344567.629,/,3
NE_2603,424101.8724,5344478.26,/,2
NE_2604,425100.2039,5344433.583,/,2
NE_2633,454051.2746,5343140.007,/,3
NE_2634,455049.5726,5343095.472,/,3
NE_2637,458044.4623,5342961.893,/,1
NE_2638,459042.7575,5342917.376,/,1
NE_2645,466030.8082,5342605.889,/,1
NE_2646,467029.0989,5342561.409,/,1
NE_2682,421062.176,5343613.981,/,3
NE_2683,422060.5167,5343569.291,/,3
NE_2684,423058.856,5343524.606,/,6
NE_2685,424057.1937,5343479.925,/,6
NE_2692,431045.5169,5343167.296,/,1
NE_2693,432043.8434,5343122.653,/,1
NE_2716,455005.0397,5342097.172,/,3
NE_2717,456003.3417,5342052.642,/,3
NE_2718,457001.6428,5342008.116,/,4
NE_2719,457999.9432,5341963.595,/,1
NE_2726,464988.0301,5341652.079,/,1
NE_2727,465986.3263,5341607.595,/,1
NE_2764,420019.1375,5342660.329,/,1
NE_2765,421017.4844,5342615.636,/,2
NE_2767,423014.1741,5342526.265,/,6
NE_2768,424012.5165,5342481.586,/,6
NE_2769,425010.8574,5342436.912,/,2
NE_2775,431000.8728,5342168.967,/,1
NE_2776,431999.2038,5342124.325,/,1
NE_2777,432997.5336,5342079.689,/,1
NE_2778,433995.8621,5342035.057,/,1
NE_2800,455958.8143,5341054.338,/,4
NE_2801,456957.1201,5341009.813,/,4
NE_2807,462946.9416,5340742.761,/,1
NE_2808,463945.2431,5340698.269,/,1
NE_2809,464943.5443,5340653.78,/,1
NE_2853,423967.8408,5341483.242,/,4
NE_2854,424966.1864,5341438.57,/,4
NE_2855,425964.5307,5341393.902,/,3
NE_2858,428959.5544,5341259.926,/,1
NE_2859,429957.8928,5341215.277,/,1
NE_2860,430956.2299,5341170.633,/,1
NE_2862,432952.9001,5341081.357,/,1
NE_2863,433951.2332,5341036.726,/,1
NE_2864,434949.5652,5340992.101,/,1
NE_2865,435947.8958,5340947.48,/,1
NE_2866,436946.2253,5340902.863,/,1
NE_2867,437944.5535,5340858.251,/,2
NE_2868,438942.8806,5340813.644,/,1
NE_2886,456912.5979,5340011.505,/,4
NE_2892,462902.447,5339744.456,/,1
NE_2893,463900.7531,5339699.965,/,1
NE_2942,424921.5169,5340440.223,/,4
NE_2943,425919.8657,5340395.556,/,3
NE_2946,428914.9037,5340261.585,/,1
NE_2947,429913.2468,5340216.938,/,1
NE_2948,430911.5884,5340172.293,/,1
NE_2949,431909.9288,5340127.655,/,1
NE_2950,432908.268,5340083.022,/,1
NE_2953,435903.2775,5339949.147,/,1
NE_2954,436901.6114,5339904.532,/,1
NE_2955,437899.9446,5339859.922,/,1
NE_2971,453873.1292,5339146.777,/,1
NE_2972,454871.4457,5339102.246,/,2
NE_2973,455869.7614,5339057.717,/,2
NE_2974,456868.0764,5339013.193,/,4
NE_2979,461859.6417,5338790.644,/,1
NE_2980,462857.9529,5338746.148,/,1
NE_3028,423878.494,5339486.54,/,1
NE_3029,424876.8489,5339441.87,/,1
NE_3034,429868.602,5339218.592,/,1
NE_3035,430866.9483,5339173.95,/,1
NE_3036,431865.2933,5339129.313,/,1
NE_3037,432863.6369,5339084.681,/,3
NE_3038,433861.9794,5339040.052,/,3
NE_3039,434860.3207,5338995.431,/,1
NE_3040,435858.6604,5338950.81,/,1
NE_3060,455825.2362,5338059.398,/,4
NE_3061,456823.5556,5338014.876,/,4
NE_3074,469801.6562,5337436.492,/,3
NE_3075,470799.9684,5337392.033,/,3
NE_3114,422835.4619,5338532.854,/,1
NE_3115,423833.823,5338488.181,/,2
NE_3122,430822.3094,5338175.603,/,2
NE_3123,431820.6592,5338130.967,/,2
NE_3124,432819.0075,5338086.335,/,2
NE_3125,433817.3545,5338041.709,/,3
NE_3126,434815.7002,5337997.086,/,2
NE_3133,441804.0869,5337684.86,/,1
NE_3147,455780.7116,5337061.077,/,4
NE_3148,456779.0355,5337016.554,/,1
NE_3153,461770.6461,5336794.012,/,4
NE_3154,462768.9664,5336749.517,/,4
NE_3155,463767.2862,5336705.026,/,6
NE_3159,467760.5602,5336527.109,/,10
NE_3160,468758.8777,5336482.641,/,14
NE_3161,469757.1947,5336438.178,/,14
NE_3162,470755.5112,5336393.719,/,13
NE_3169,477743.7196,5336082.63,/,2
NE_3170,478742.0342,5336038.206,/,2
NE_3171,479740.3486,5335993.787,/,2
NE_3172,480738.6629,5335949.372,/,2
NE_3198,420794.0513,5337623.846,/,1
NE_3199,421792.4202,5337579.166,/,1
NE_3200,422790.7876,5337534.491,/,2
NE_3201,423789.1532,5337489.819,/,2
NE_3208,430777.6722,5337177.249,/,2
NE_3209,431776.0264,5337132.615,/,1
NE_3212,434771.0809,5336998.739,/,1
NE_3214,436767.778,5336909.511,/,1
NE_3219,441759.4998,5336686.52,/,2
NE_3220,442757.8407,5336641.937,/,1
NE_3221,443756.1806,5336597.356,/,1
NE_3232,454737.8581,5336107.276,/,4
NE_3233,455736.1875,5336062.749,/,4
NE_3234,456734.5162,5336018.229,/,2
NE_3238,460727.8239,5335840.188,/,2
NE_3239,461726.1493,5335795.689,/,4
NE_3240,462724.474,5335751.195,/,4
NE_3241,463722.7982,5335706.705,/,8
NE_3242,464721.1219,5335662.219,/,5
NE_3246,468714.412,5335484.322,/,14
NE_3247,469712.7336,5335439.859,/,1
NE_3248,470711.0546,5335395.4,/,1
NE_3249,471709.3753,5335350.945,/,1
NE_3254,476700.9748,5335128.74,/,1
NE_3255,477699.294,5335084.313,/,1
NE_3258,480694.2506,5334951.056,/,2
NE_3259,481692.5693,5334906.646,/,2
NE_3282,420749.3695,5336625.475,/,1
NE_3284,422746.1148,5336536.121,/,2
NE_3295,433728.1083,5336045.007,/,1
NE_3296,434726.4631,5336000.387,/,2
NE_3297,435724.8168,5335955.772,/,1
NE_3298,436723.1691,5335911.162,/,2
NE_3302,440716.5669,5335732.765,/,5
NE_3303,441714.9134,5335688.176,/,4
NE_3305,443711.6035,5335599.014,/,1
NE_3316,454693.3307,5335108.944,/,7
NE_3317,455691.6643,5335064.418,/,4
NE_3318,456689.9974,5335019.898,/,4
NE_3319,457688.3299,5334975.382,/,1
NE_3320,458686.6617,5334930.87,/,2
NE_3321,459684.9925,5334886.362,/,2
NE_3322,460683.323,5334841.86,/,2
NE_3323,461681.6528,5334797.362,/,1
NE_3324,462679.9819,5334752.868,/,4
NE_3325,463678.3107,5334708.378,/,8
NE_3326,464676.6388,5334663.893,/,11
NE_3327,465674.9666,5334619.413,/,11
NE_3328,466673.2937,5334574.937,/,1
NE_3330,468669.9468,5334485.998,/,14
NE_3332,470666.5983,5334397.077,/,1
NE_3337,475658.2213,5334174.851,/,1
NE_3338,476656.545,5334130.42,/,1
NE_3339,477654.8685,5334085.992,/,2
NE_3342,480649.8383,5333952.735,/,2
NE_3343,481648.1614,5333908.326,/,2
NE_3366,421703.0673,5335582.421,/,1
NE_3367,422701.4439,5335537.749,/,2
NE_3377,432685.1264,5335091.271,/,4
NE_3378,433683.4871,5335046.648,/,5
NE_3379,434681.8465,5335002.031,/,2
NE_3380,435680.2047,5334957.417,/,4
NE_3381,436678.5615,5334912.807,/,4
NE_3384,439673.6251,5334779.007,/,5
NE_3385,440671.9772,5334734.415,/,5
NE_3386,441670.3283,5334689.828,/,2
NE_3388,443667.0273,5334600.668,/,1
NE_3397,452652.1249,5334199.669,/,1
NE_3398,453650.4646,5334155.135,/,7
NE_3399,454648.8037,5334110.607,/,7
NE_3401,456645.4795,5334021.562,/,3
NE_3402,457643.8162,5333977.047,/,3
NE_3403,458642.1524,5333932.536,/,2
NE_3404,459640.4879,5333888.03,/,1
NE_3406,461637.1572,5333799.03,/,1
NE_3407,462635.4907,5333754.537,/,4
NE_3408,463633.8238,5333710.048,/,1
NE_3410,465630.4885,5333621.084,/,11
NE_3411,466628.8201,5333576.608,/,4
NE_3412,467627.1513,5333532.136,/,14
NE_3413,468625.4819,5333487.669,/,14
NE_3415,470622.1422,5333398.749,/,3
NE_3416,471620.4718,5333354.295,/,2
NE_3417,472618.801,5333309.847,/,2
NE_3418,473617.1301,5333265.401,/,2
NE_3419,474615.4589,5333220.961,/,3
NE_3420,475613.7869,5333176.525,/,1
NE_3422,477610.4432,5333087.665,/,2
NE_3423,478608.7711,5333043.243,/,2
NE_3447,421658.3931,5334584.041,/,2
NE_3448,422656.7741,5334539.37,/,2
NE_3458,432640.502,5334092.908,/,5
NE_3459,433638.8671,5334048.287,/,6
NE_3460,434637.2311,5334003.67,/,2
NE_3461,435635.5937,5333959.057,/,5
NE_3462,436633.955,5333914.448,/,1
NE_3464,438630.6744,5333825.246,/,1
NE_3465,439629.0321,5333780.652,/,6
NE_3466,440627.3888,5333736.062,/,5
NE_3467,441625.7444,5333691.476,/,4
NE_3469,443622.4525,5333602.317,/,3
NE_3478,452607.5898,5333201.326,/,1
NE_3479,453605.934,5333156.794,/,7
NE_3485,459595.9839,5332889.692,/,1
NE_3487,461592.6618,5332800.694,/,1
NE_3488,462590.9998,5332756.201,/,5
NE_3489,463589.3373,5332711.713,/,21
NE_3490,464587.6744,5332667.229,/,21
NE_3491,465586.0109,5332622.749,/,20
NE_3492,466584.347,5332578.274,/,16
NE_3493,467582.6824,5332533.803,/,14
NE_3494,468581.0175,5332489.337,/,3
NE_3496,470577.6867,5332400.417,/,3
NE_3497,471576.0205,5332355.964,/,2
NE_3498,472574.3542,5332311.515,/,2
NE_3499,473572.6875,5332267.07,/,1
NE_3500,474571.0206,5332222.631,/,2
NE_3501,475569.3533,5332178.195,/,2
NE_3504,478564.3503,5332044.913,/,2
NE_3505,479562.6822,5332000.494,/,2
NE_3506,480561.0142,5331956.081,/,2
NE_3507,481559.3459,5331911.67,/,2
NE_3525,421613.7207,5333585.658,/,2
NE_3526,422612.1062,5333540.988,/,2
NE_3536,432595.8789,5333094.54,/,1
NE_3537,433594.2486,5333049.919,/,6
NE_3538,434592.617,5333005.304,/,7
NE_3539,435590.984,5332960.692,/,7
NE_3543,439584.4403,5332782.292,/,9
NE_3546,442579.5206,5332648.538,/,3
NE_3547,443577.8782,5332603.962,/,3
NE_3556,452563.0556,5332202.979,/,1
NE_3557,453561.4043,5332158.448,/,6
NE_3561,457554.7913,5331980.366,/,1
NE_3562,458553.1362,5331935.856,/,1
NE_3563,459551.4804,5331891.351,/,1
NE_3564,460549.8242,5331846.85,/,2
NE_3565,461548.1671,5331802.354,/,4
NE_3566,462546.5096,5331757.862,/,23
NE_3567,463544.8515,5331713.373,/,22
NE_3568,464543.1928,5331668.89,/,22
NE_3569,465541.5338,5331624.411,/,1
NE_3570,466539.8741,5331579.936,/,16
NE_3571,467538.2141,5331535.466,/,16
NE_3572,468536.5536,5331491,/,6
NE_3573,469534.8926,5331446.538,/,3
NE_3574,470533.2312,5331402.081,/,3
NE_3577,473528.2453,5331268.736,/,1
NE_3578,474526.5826,5331224.295,/,2
NE_3584,480516.6025,5330957.746,/,2
NE_3602,420570.6582,5332631.941,/,2
NE_3603,421569.0498,5332587.269,/,2
NE_3613,431552.8817,5332140.791,/,1
NE_3614,432551.2572,5332096.168,/,2
NE_3615,433549.6312,5332051.549,/,2
NE_3616,434548.004,5332006.934,/,7
NE_3617,435546.3756,5331962.324,/,7
NE_3621,439539.8496,5331783.928,/,9
NE_3624,442534.943,5331650.178,/,3
NE_3635,453516.8752,5331160.097,/,4
NE_3636,454515.2275,5331115.571,/,1
NE_3637,455513.5789,5331071.049,/,1
NE_3638,456511.9297,5331026.531,/,1
NE_3639,457510.2797,5330982.018,/,1
NE_3642,460505.3258,5330848.504,/,1
NE_3643,461503.6731,5330804.008,/,16
NE_3644,462502.02,5330759.517,/,22
NE_3650,468492.0901,5330492.658,/,1
NE_3681,419527.5869,5331678.222,/,2
NE_3682,420525.9845,5331633.547,/,2
NE_3694,432506.6367,5331097.791,/,1
NE_3695,433505.0151,5331053.172,/,28
NE_3696,434503.3924,5331008.559,/,27
NE_3697,435501.7684,5330963.951,/,24
NE_3698,436500.1431,5330919.347,/,5
NE_3699,437498.5165,5330874.746,/,24
NE_3700,438496.8888,5330830.151,/,24
NE_3701,439495.26,5330785.56,/,25
NE_3702,440493.6299,5330740.973,/,8
NE_3704,442490.3665,5330651.812,/,3
NE_3715,453472.3469,5330161.743,/,1
NE_3722,460460.828,5329850.155,/,1
NE_3723,461459.1798,5329805.659,/,23
NE_3724,462457.5309,5329761.168,/,14
NE_3730,468447.6268,5329494.313,/,1
NE_3731,469445.9744,5329449.852,/,1
NE_3760,419482.9102,5330679.821,/,2
NE_3769,428468.4724,5330277.918,/,3
NE_3770,429466.8609,5330233.284,/,3
